iteration,rss,elapsed_time,benchmark,tool,trial_id
8,683100,504,tradesoap,none,1278
9,680132,454,tradesoap,none,1278
5,399180,1873,lusearch,phosphor,747
6,403608,1757,lusearch,phosphor,747
7,404604,1715,lusearch,phosphor,747
8,411540,1716,lusearch,phosphor,747
9,412220,1679,lusearch,phosphor,747
5,424360,448,graphchi,none,677
6,407556,479,graphchi,none,677
7,350396,461,graphchi,none,677
8,390924,472,graphchi,none,677
9,386656,448,graphchi,none,677
5,549992,9281,graphchi,phosphor,1076
6,553276,8989,graphchi,phosphor,1076
7,535700,9389,graphchi,phosphor,1076
8,536144,8941,graphchi,phosphor,1076
9,536376,9349,graphchi,phosphor,1076
5,385076,642,h2o,none,1519
6,448356,747,h2o,none,1519
7,364140,561,h2o,none,1519
8,417964,651,h2o,none,1519
9,397792,667,h2o,none,1519
5,883680,747590,lusearch,mirror-taint,138
6,819900,735301,lusearch,mirror-taint,138
7,839876,678326,lusearch,mirror-taint,138
8,848664,667180,lusearch,mirror-taint,138
9,842804,659468,lusearch,mirror-taint,138
5,347628,5124,sunflow,phosphor,414
6,356628,5083,sunflow,phosphor,414
7,353328,5089,sunflow,phosphor,414
8,366060,5031,sunflow,phosphor,414
9,347276,5095,sunflow,phosphor,414
5,404908,101,spring,none,350
6,405856,93,spring,none,350
7,406800,102,spring,none,350
8,407272,93,spring,none,350
9,407604,71,spring,none,350
5,601092,3727,biojava,galette,359
6,601764,3743,biojava,galette,359
7,606644,3765,biojava,galette,359
8,593220,3747,biojava,galette,359
9,592504,3743,biojava,galette,359
5,1453868,1331,tradebeans,galette,878
6,1457140,1175,tradebeans,galette,878
7,1457700,1164,tradebeans,galette,878
8,1458156,1054,tradebeans,galette,878
9,1458892,1005,tradebeans,galette,878
5,572564,7281,graphchi,phosphor,404
6,573852,6972,graphchi,phosphor,404
7,574004,7159,graphchi,phosphor,404
8,574488,7156,graphchi,phosphor,404
9,574504,7140,graphchi,phosphor,404
5,157092,658,xalan,none,187
6,134488,477,xalan,none,187
7,132656,576,xalan,none,187
8,148696,437,xalan,none,187
9,135008,630,xalan,none,187
5,132308,117,pmd,none,853
6,140096,97,pmd,none,853
7,140132,76,pmd,none,853
8,152484,82,pmd,none,853
9,142304,97,pmd,none,853
5,883352,737816,lusearch,mirror-taint,1566
6,877508,634166,lusearch,mirror-taint,1566
7,773212,630463,lusearch,mirror-taint,1566
8,884960,628483,lusearch,mirror-taint,1566
9,839800,624171,lusearch,mirror-taint,1566
5,308868,28868,eclipse,none,423
6,310504,31490,eclipse,none,423
7,311032,42108,eclipse,none,423
8,311248,37726,eclipse,none,423
9,311684,41845,eclipse,none,423
5,579684,174,tradebeans,none,689
6,580176,150,tradebeans,none,689
7,580592,139,tradebeans,none,689
8,581212,140,tradebeans,none,689
9,585368,117,tradebeans,none,689
5,276008,383,tomcat,none,100
6,290196,389,tomcat,none,100
7,279024,341,tomcat,none,100
8,293672,378,tomcat,none,100
9,278328,342,tomcat,none,100
5,2316700,1683777,avrora,mirror-taint,1638
6,2619932,1667126,avrora,mirror-taint,1638
7,2228504,1589856,avrora,mirror-taint,1638
8,2408196,1507714,avrora,mirror-taint,1638
9,2455336,1375721,avrora,mirror-taint,1638
5,717316,542,tradesoap,none,858
6,718816,451,tradesoap,none,858
7,719292,497,tradesoap,none,858
8,723620,628,tradesoap,none,858
9,720156,442,tradesoap,none,858
5,1001756,338356,biojava,mirror-taint,128
6,907212,357957,biojava,mirror-taint,128
7,842628,350587,biojava,mirror-taint,128
8,837516,366009,biojava,mirror-taint,128
9,961100,388112,biojava,mirror-taint,128
5,2625368,4662,jython,galette,618
6,2797616,4779,jython,galette,618
7,3218660,4558,jython,galette,618
8,3356220,3824,jython,galette,618
9,3523240,4418,jython,galette,618
5,341516,5072,sunflow,phosphor,834
6,341700,5088,sunflow,phosphor,834
7,349548,5132,sunflow,phosphor,834
8,360064,5109,sunflow,phosphor,834
9,347540,5093,sunflow,phosphor,834
5,128372,108,xalan,none,1531
6,133596,90,xalan,none,1531
7,128152,97,xalan,none,1531
8,143552,98,xalan,none,1531
9,134556,88,xalan,none,1531
5,654452,10754,h2o,galette,1036
6,692216,10674,h2o,galette,1036
7,693184,10827,h2o,galette,1036
8,766520,11037,h2o,galette,1036
9,704152,11086,h2o,galette,1036
5,393852,2727,biojava,phosphor,1241
6,377824,2570,biojava,phosphor,1241
7,401640,2310,biojava,phosphor,1241
8,381132,2501,biojava,phosphor,1241
9,398772,2367,biojava,phosphor,1241
5,103480,176,zxing,none,608
6,103152,164,zxing,none,608
7,102024,142,zxing,none,608
8,104508,144,zxing,none,608
9,104232,164,zxing,none,608
5,450920,147,spring,none,266
6,451324,103,spring,none,266
7,452788,129,spring,none,266
8,453244,100,spring,none,266
9,454844,118,spring,none,266
5,303260,402,fop,galette,613
6,304124,513,fop,galette,613
7,306024,443,fop,galette,613
8,307328,379,fop,galette,613
9,308324,312,fop,galette,613
5,147540,275,sunflow,none,183
6,154744,284,sunflow,none,183
7,168008,296,sunflow,none,183
8,168132,285,sunflow,none,183
9,171412,283,sunflow,none,183
5,859516,323087,biojava,mirror-taint,548
6,1016144,323485,biojava,mirror-taint,548
7,860828,323674,biojava,mirror-taint,548
8,855412,324588,biojava,mirror-taint,548
9,973360,323834,biojava,mirror-taint,548
5,2096792,781573,batik,mirror-taint,1387
6,2239756,780443,batik,mirror-taint,1387
7,2236468,780015,batik,mirror-taint,1387
8,2234280,780990,batik,mirror-taint,1387
9,2303996,779256,batik,mirror-taint,1387
5,669256,2693,tomcat,galette,1381
6,661872,2319,tomcat,galette,1381
7,678584,2097,tomcat,galette,1381
8,682132,2301,tomcat,galette,1381
9,675140,1822,tomcat,galette,1381
5,542004,8907,graphchi,phosphor,1580
6,541696,9500,graphchi,phosphor,1580
7,548344,9499,graphchi,phosphor,1580
8,545044,8915,graphchi,phosphor,1580
9,545100,9390,graphchi,phosphor,1580
5,120712,79,xalan,none,439
6,133448,71,xalan,none,439
7,121968,98,xalan,none,439
8,119312,81,xalan,none,439
9,119536,87,xalan,none,439
5,388020,610,h2o,none,1435
6,398100,683,h2o,none,1435
7,381336,496,h2o,none,1435
8,418512,596,h2o,none,1435
9,393040,622,h2o,none,1435
5,1390504,7853391,sunflow,mirror-taint,309
6,1404472,7832355,sunflow,mirror-taint,309
7,1377768,7835024,sunflow,mirror-taint,309
8,1376840,7830242,sunflow,mirror-taint,309
9,1343408,7813435,sunflow,mirror-taint,309
5,335224,4959,sunflow,galette,1296
6,344564,5186,sunflow,galette,1296
7,380732,5308,sunflow,galette,1296
8,338720,4964,sunflow,galette,1296
9,350076,4961,sunflow,galette,1296
5,463140,740,fop,phosphor,655
6,467148,678,fop,phosphor,655
7,468840,670,fop,phosphor,655
8,471044,593,fop,phosphor,655
9,474852,523,fop,phosphor,655
5,261688,355,pmd,galette,118
6,260220,290,pmd,galette,118
7,262608,311,pmd,galette,118
8,262096,324,pmd,galette,118
9,263492,291,pmd,galette,118
5,4270836,1424692,zxing,mirror-taint,734
6,4578048,1403171,zxing,mirror-taint,734
7,4200136,1381667,zxing,mirror-taint,734
8,3842240,1378282,zxing,mirror-taint,734
9,4009856,1374822,zxing,mirror-taint,734
5,815960,294,spring,galette,959
6,817332,284,spring,galette,959
7,818464,285,spring,galette,959
8,819684,270,spring,galette,959
9,820592,217,spring,galette,959
5,371132,6112,sunflow,phosphor,1338
6,378008,6484,sunflow,phosphor,1338
7,381092,6356,sunflow,phosphor,1338
8,369792,6041,sunflow,phosphor,1338
9,369904,6731,sunflow,phosphor,1338
5,150204,106,pmd,none,1441
6,146496,129,pmd,none,1441
7,148632,86,pmd,none,1441
8,147196,92,pmd,none,1441
9,146908,77,pmd,none,1441
5,218812,268,batik,none,1513
6,226856,251,batik,none,1513
7,236708,255,batik,none,1513
8,250008,206,batik,none,1513
9,252612,195,batik,none,1513
5,289336,4140,avrora,galette,21
6,266856,4080,avrora,galette,21
7,216596,4266,avrora,galette,21
8,201412,4080,avrora,galette,21
9,201468,4051,avrora,galette,21
5,205648,5389,avrora,galette,273
6,198768,5222,avrora,galette,273
7,280672,5134,avrora,galette,273
8,284880,4928,avrora,galette,273
9,206800,5221,avrora,galette,273
5,444568,687,fop,phosphor,1495
6,448028,761,fop,phosphor,1495
7,452712,660,fop,phosphor,1495
8,455076,542,fop,phosphor,1495
9,455976,589,fop,phosphor,1495
5,1722876,36800,tomcat,mirror-taint,142
6,1302812,25765,tomcat,mirror-taint,142
7,1446316,29434,tomcat,mirror-taint,142
8,1418948,28291,tomcat,mirror-taint,142
9,1469872,32638,tomcat,mirror-taint,142
5,539208,8297,graphchi,phosphor,1328
6,529000,8064,graphchi,phosphor,1328
7,534560,8239,graphchi,phosphor,1328
8,531776,8375,graphchi,phosphor,1328
9,528620,8313,graphchi,phosphor,1328
5,3820064,1329431,zxing,mirror-taint,482
6,4452252,1376646,zxing,mirror-taint,482
7,4317316,1339234,zxing,mirror-taint,482
8,3796072,1330883,zxing,mirror-taint,482
9,3776304,1331620,zxing,mirror-taint,482
5,2699028,4064880,jme,mirror-taint,302
6,2351020,4039844,jme,mirror-taint,302
7,2480036,4037028,jme,mirror-taint,302
8,2363164,4039638,jme,mirror-taint,302
9,2582468,4047057,jme,mirror-taint,302
5,613624,164,tradebeans,none,17
6,614092,172,tradebeans,none,17
7,614436,150,tradebeans,none,17
8,614604,149,tradebeans,none,17
9,614824,143,tradebeans,none,17
5,2447508,784729,batik,mirror-taint,43
6,2266316,783301,batik,mirror-taint,43
7,2577264,781881,batik,mirror-taint,43
8,2297824,781971,batik,mirror-taint,43
9,2038912,782141,batik,mirror-taint,43
5,891176,1873,eclipse,galette,1620
6,914336,1954,eclipse,galette,1620
7,558056,1845,eclipse,galette,1620
8,549480,1273,eclipse,galette,1620
9,552180,1379,eclipse,galette,1620
5,540056,4017,batik,galette,1366
6,542480,4043,batik,galette,1366
7,611976,3561,batik,galette,1366
8,613620,3534,batik,galette,1366
9,674800,3533,batik,galette,1366
5,173404,133,biojava,none,338
6,163668,126,biojava,none,338
7,174692,140,biojava,none,338
8,175772,130,biojava,none,338
9,176856,125,biojava,none,338
5,550224,151,tradebeans,none,773
6,550788,156,tradebeans,none,773
7,551172,138,tradebeans,none,773
8,551368,128,tradebeans,none,773
9,554044,137,tradebeans,none,773
5,553568,7403,graphchi,phosphor,1412
6,559468,7279,graphchi,phosphor,1412
7,559668,7584,graphchi,phosphor,1412
8,554448,7809,graphchi,phosphor,1412
9,559804,7699,graphchi,phosphor,1412
5,416096,1905,lusearch,phosphor,1083
6,416540,1725,lusearch,phosphor,1083
7,417124,1654,lusearch,phosphor,1083
8,418004,1494,lusearch,phosphor,1083
9,418828,1666,lusearch,phosphor,1083
5,196176,166,lusearch,none,600
6,199960,165,lusearch,none,600
7,199852,135,lusearch,none,600
8,193360,167,lusearch,none,600
9,189184,124,lusearch,none,600
5,345828,494,h2o,none,679
6,398740,601,h2o,none,679
7,354328,515,h2o,none,679
8,381240,568,h2o,none,679
9,412876,648,h2o,none,679
5,163580,270,sunflow,none,435
6,153080,259,sunflow,none,435
7,171304,289,sunflow,none,435
8,170284,263,sunflow,none,435
9,172332,267,sunflow,none,435
5,367364,5117,sunflow,phosphor,1170
6,356516,5072,sunflow,phosphor,1170
7,357028,5041,sunflow,phosphor,1170
8,357208,5145,sunflow,phosphor,1170
9,357364,5041,sunflow,phosphor,1170
5,171320,145,biojava,none,926
6,171736,219,biojava,none,926
7,166580,128,biojava,none,926
8,169756,133,biojava,none,926
9,163904,128,biojava,none,926
5,620572,2796,lusearch,galette,1041
6,624928,2926,lusearch,galette,1041
7,619868,2617,lusearch,galette,1041
8,669824,2797,lusearch,galette,1041
9,654076,2679,lusearch,galette,1041
5,151624,143,fop,none,172
6,152432,214,fop,none,172
7,153204,154,fop,none,172
8,153732,159,fop,none,172
9,154488,200,fop,none,172
5,314024,273,eclipse,none,339
6,317976,260,eclipse,none,339
7,318468,179,eclipse,none,339
8,316468,250,eclipse,none,339
9,317508,245,eclipse,none,339
5,219608,541,xalan,galette,40
6,228524,644,xalan,galette,40
7,228788,652,xalan,galette,40
8,253092,655,xalan,galette,40
9,256692,613,xalan,galette,40
5,334488,504,h2o,none,343
6,387988,578,h2o,none,343
7,399708,526,h2o,none,343
8,375352,624,h2o,none,343
9,430508,626,h2o,none,343
5,4555344,1306983,zxing,mirror-taint,1490
6,4934656,1315681,zxing,mirror-taint,1490
7,4353652,1313766,zxing,mirror-taint,1490
8,4070376,1346494,zxing,mirror-taint,1490
9,4018352,1315795,zxing,mirror-taint,1490
5,557432,4742,jme,phosphor,827
6,594704,4682,jme,phosphor,827
7,636816,4909,jme,phosphor,827
8,676636,4263,jme,phosphor,827
9,678016,3781,jme,phosphor,827
5,114488,182,zxing,none,1448
6,113012,153,zxing,none,1448
7,109264,156,zxing,none,1448
8,111500,135,zxing,none,1448
9,108328,115,zxing,none,1448
5,1372036,7784822,sunflow,mirror-taint,1233
6,1434872,7778570,sunflow,mirror-taint,1233
7,1334288,7768112,sunflow,mirror-taint,1233
8,1314444,7776395,sunflow,mirror-taint,1233
9,1623456,7779390,sunflow,mirror-taint,1233
5,362052,657,h2o,none,1267
6,386784,746,h2o,none,1267
7,409008,775,h2o,none,1267
8,361252,854,h2o,none,1267
9,453912,748,h2o,none,1267
5,525432,4527,jme,phosphor,407
6,551632,5515,jme,phosphor,407
7,594536,5858,jme,phosphor,407
8,619628,4713,jme,phosphor,407
9,620200,4531,jme,phosphor,407
5,196900,275,batik,none,925
6,207640,338,batik,none,925
7,213312,327,batik,none,925
8,217640,290,batik,none,925
9,260532,415,batik,none,925
5,860128,1587,eclipse,galette,24
6,528696,929,eclipse,galette,24
7,524916,862,eclipse,galette,24
8,527196,921,eclipse,galette,24
9,556760,990,eclipse,galette,24
5,682900,1580,tomcat,galette,1297
6,689740,1581,tomcat,galette,1297
7,698608,1513,tomcat,galette,1297
8,705868,1354,tomcat,galette,1297
9,690784,1397,tomcat,galette,1297
5,226104,4719,avrora,galette,1197
6,219284,4431,avrora,galette,1197
7,212664,4668,avrora,galette,1197
8,212888,4719,avrora,galette,1197
9,213196,4433,avrora,galette,1197
5,299580,22672,eclipse,none,171
6,300388,33893,eclipse,none,171
7,300564,25190,eclipse,none,171
8,301068,81809,eclipse,none,171
9,301532,69556,eclipse,none,171
5,473824,1232,fop,phosphor,151
6,479868,1527,fop,phosphor,151
7,483200,975,fop,phosphor,151
8,488084,607,fop,phosphor,151
9,490720,1874,fop,phosphor,151
5,424740,25403,luindex,galette,1124
6,397948,34758,luindex,galette,1124
7,417888,37088,luindex,galette,1124
8,403088,39383,luindex,galette,1124
9,400432,42524,luindex,galette,1124
5,1540848,3705,tradesoap,galette,795
6,1567800,3481,tradesoap,galette,795
7,1569576,3372,tradesoap,galette,795
8,1571028,3185,tradesoap,galette,795
9,1564208,2997,tradesoap,galette,795
5,643748,1050,h2,galette,279
6,672536,883,h2,galette,279
7,718812,1113,h2,galette,279
8,676148,848,h2,galette,279
9,677060,1043,h2,galette,279
5,334236,7825,avrora,phosphor,1239
6,334832,7977,avrora,phosphor,1239
7,335252,8350,avrora,phosphor,1239
8,335500,7409,avrora,phosphor,1239
9,336384,7293,avrora,phosphor,1239
5,1475668,5889,tradesoap,galette,1383
6,1526988,5118,tradesoap,galette,1383
7,1542524,5009,tradesoap,galette,1383
8,1529884,5180,tradesoap,galette,1383
9,1531216,5011,tradesoap,galette,1383
5,1555640,4852,tradesoap,galette,1551
6,1597304,3994,tradesoap,galette,1551
7,1606828,3716,tradesoap,galette,1551
8,1605360,3494,tradesoap,galette,1551
9,1606240,3692,tradesoap,galette,1551
5,583984,51440,eclipse,galette,192
6,589668,47621,eclipse,galette,192
7,591172,46309,eclipse,galette,192
8,599584,42499,eclipse,galette,192
9,601492,45497,eclipse,galette,192
5,837792,313,spring,galette,35
6,838556,229,spring,galette,35
7,839420,274,spring,galette,35
8,840248,254,spring,galette,35
9,841064,264,spring,galette,35
5,2106956,893799,batik,mirror-taint,799
6,2404976,888085,batik,mirror-taint,799
7,2252128,870465,batik,mirror-taint,799
8,2430468,847176,batik,mirror-taint,799
9,2222176,840439,batik,mirror-taint,799
5,2620360,3931575,jme,mirror-taint,1394
6,2532100,3934503,jme,mirror-taint,1394
7,2404668,3952583,jme,mirror-taint,1394
8,2337988,3952678,jme,mirror-taint,1394
9,2526052,3950550,jme,mirror-taint,1394
5,509896,4994,jme,phosphor,155
6,520268,4653,jme,phosphor,155
7,545020,4713,jme,phosphor,155
8,583812,4101,jme,phosphor,155
9,554040,4771,jme,phosphor,155
5,601984,133,tradebeans,none,857
6,603540,162,tradebeans,none,857
7,604816,147,tradebeans,none,857
8,605312,127,tradebeans,none,857
9,605432,141,tradebeans,none,857
5,4792436,1325903,zxing,mirror-taint,1574
6,4533016,1323835,zxing,mirror-taint,1574
7,3874988,1317442,zxing,mirror-taint,1574
8,4849532,1329789,zxing,mirror-taint,1574
9,4015624,1305250,zxing,mirror-taint,1574
5,1338196,7777277,sunflow,mirror-taint,1485
6,1232900,7776363,sunflow,mirror-taint,1485
7,1371960,7773876,sunflow,mirror-taint,1485
8,1338104,7781983,sunflow,mirror-taint,1485
9,1290896,7783326,sunflow,mirror-taint,1485
5,443056,609,graphchi,none,341
6,365048,536,graphchi,none,341
7,353064,602,graphchi,none,341
8,389536,529,graphchi,none,341
9,424664,530,graphchi,none,341
5,1479004,4031,tradesoap,galette,1635
6,1564548,3950,tradesoap,galette,1635
7,1567316,4254,tradesoap,galette,1635
8,1568004,3706,tradesoap,galette,1635
9,1558668,3440,tradesoap,galette,1635
5,559796,39718,eclipse,galette,1368
6,561208,36103,eclipse,galette,1368
7,562864,28788,eclipse,galette,1368
8,564396,2404,eclipse,galette,1368
9,566428,973,eclipse,galette,1368
5,212124,893,luindex,none,431
6,218588,636,luindex,none,431
7,219864,579,luindex,none,431
8,223332,625,luindex,none,431
9,223164,591,luindex,none,431
5,223740,1124,luindex,none,1607
6,250252,3677,luindex,none,1607
7,222316,3053,luindex,none,1607
8,263088,3284,luindex,none,1607
9,246936,3521,luindex,none,1607
5,163936,135,biojava,none,1262
6,168132,136,biojava,none,1262
7,170528,134,biojava,none,1262
8,166724,151,biojava,none,1262
9,170632,132,biojava,none,1262
5,653076,49506,eclipse,galette,864
6,662616,44219,eclipse,galette,864
7,671292,45519,eclipse,galette,864
8,672356,41024,eclipse,galette,864
9,669316,43728,eclipse,galette,864
5,628320,191,tradebeans,none,1613
6,628660,154,tradebeans,none,1613
7,628768,137,tradebeans,none,1613
8,629000,137,tradebeans,none,1613
9,629224,129,tradebeans,none,1613
5,879500,1680,eclipse,galette,1284
6,878788,1707,eclipse,galette,1284
7,596728,1403,eclipse,galette,1284
8,576396,854,eclipse,galette,1284
9,548712,715,eclipse,galette,1284
5,701380,568,h2,galette,1371
6,704696,584,h2,galette,1371
7,708904,593,h2,galette,1371
8,764624,968,h2,galette,1371
9,715720,649,h2,galette,1371
5,142528,2066,avrora,none,1092
6,139552,2098,avrora,none,1092
7,192900,2447,avrora,none,1092
8,140880,2401,avrora,none,1092
9,133804,2065,avrora,none,1092
5,171628,131,biojava,none,506
6,166924,125,biojava,none,506
7,171212,134,biojava,none,506
8,172696,126,biojava,none,506
9,169540,128,biojava,none,506
5,470116,3095,batik,galette,106
6,513640,3119,batik,galette,106
7,552924,3034,batik,galette,106
8,556968,3067,batik,galette,106
9,608516,2981,batik,galette,106
5,761164,13071,h2o,galette,1288
6,689724,13516,h2o,galette,1288
7,682532,12945,h2o,galette,1288
8,716312,12260,h2o,galette,1288
9,818252,11880,h2o,galette,1288
5,2511980,4045951,jme,mirror-taint,218
6,2524928,4042817,jme,mirror-taint,218
7,2531628,4028031,jme,mirror-taint,218
8,2577648,4019367,jme,mirror-taint,218
9,2558720,4020598,jme,mirror-taint,218
5,745988,676866,lusearch,mirror-taint,726
6,808876,665145,lusearch,mirror-taint,726
7,832164,656463,lusearch,mirror-taint,726
8,784080,646245,lusearch,mirror-taint,726
9,827436,637010,lusearch,mirror-taint,726
5,784348,603985,lusearch,mirror-taint,558
6,845332,607747,lusearch,mirror-taint,558
7,842816,607238,lusearch,mirror-taint,558
8,797840,606414,lusearch,mirror-taint,558
9,797996,604806,lusearch,mirror-taint,558
5,636944,205,tradebeans,none,269
6,637200,166,tradebeans,none,269
7,637452,190,tradebeans,none,269
8,637696,202,tradebeans,none,269
9,637960,165,tradebeans,none,269
5,320860,131,h2,none,1518
6,324116,105,h2,none,1518
7,324676,140,h2,none,1518
8,325888,125,h2,none,1518
9,323616,149,h2,none,1518
5,547156,8999,graphchi,phosphor,908
6,541996,9126,graphchi,phosphor,908
7,554464,9155,graphchi,phosphor,908
8,543048,9174,graphchi,phosphor,908
9,537844,8351,graphchi,phosphor,908
5,393208,121,spring,none,1526
6,393680,114,spring,none,1526
7,393920,108,spring,none,1526
8,394392,105,spring,none,1526
9,394500,102,spring,none,1526
5,217276,9564,luindex,none,1523
6,328112,11847,luindex,none,1523
7,325984,8954,luindex,none,1523
8,340216,12040,luindex,none,1523
9,306788,19732,luindex,none,1523
5,258680,855,jme,none,680
6,215772,710,jme,none,680
7,228716,404,jme,none,680
8,266792,559,jme,none,680
9,276668,1009,jme,none,680
5,541540,3702,biojava,galette,1367
6,538144,3837,biojava,galette,1367
7,525556,3805,biojava,galette,1367
8,525848,3773,biojava,galette,1367
9,506604,3803,biojava,galette,1367
5,358176,4084,sunflow,galette,876
6,336632,4046,sunflow,galette,876
7,403156,4050,sunflow,galette,876
8,349160,4024,sunflow,galette,876
9,332948,3983,sunflow,galette,876
5,559640,1883,lusearch,galette,369
6,850132,1963,lusearch,galette,369
7,665540,2000,lusearch,galette,369
8,784464,1794,lusearch,galette,369
9,792880,1925,lusearch,galette,369
5,1054228,600,spring,phosphor,329
6,1055664,565,spring,phosphor,329
7,1059640,669,spring,phosphor,329
8,1059912,558,spring,phosphor,329
9,1060072,553,spring,phosphor,329
5,146316,258,fop,none,1264
6,147008,137,fop,none,1264
7,148560,203,fop,none,1264
8,149160,238,fop,none,1264
9,149740,165,fop,none,1264
5,366264,4969,sunflow,galette,960
6,338884,5116,sunflow,galette,960
7,448840,4928,sunflow,galette,960
8,382564,4665,sunflow,galette,960
9,390480,4841,sunflow,galette,960
5,1538000,7824197,sunflow,mirror-taint,393
6,1367484,7833694,sunflow,mirror-taint,393
7,1356396,7846910,sunflow,mirror-taint,393
8,1461544,7821905,sunflow,mirror-taint,393
9,1392800,7821619,sunflow,mirror-taint,393
5,1083284,119273,h2,mirror-taint,552
6,727008,111271,h2,mirror-taint,552
7,1083532,114847,h2,mirror-taint,552
8,727228,111294,h2,mirror-taint,552
9,825112,112112,h2,mirror-taint,552
5,676344,486,tradesoap,none,18
6,679476,464,tradesoap,none,18
7,680864,434,tradesoap,none,18
8,682084,446,tradesoap,none,18
9,682352,411,tradesoap,none,18
5,2216984,786021,batik,mirror-taint,379
6,2352224,787876,batik,mirror-taint,379
7,2327204,785160,batik,mirror-taint,379
8,2304900,784857,batik,mirror-taint,379
9,2168812,786624,batik,mirror-taint,379
5,1324900,7859522,sunflow,mirror-taint,981
6,1316796,7870518,sunflow,mirror-taint,981
7,1381924,7870243,sunflow,mirror-taint,981
8,1318636,7862285,sunflow,mirror-taint,981
9,1325840,7877427,sunflow,mirror-taint,981
5,820524,371255,biojava,mirror-taint,1556
6,810768,361966,biojava,mirror-taint,1556
7,843008,358845,biojava,mirror-taint,1556
8,844452,356284,biojava,mirror-taint,1556
9,821756,349204,biojava,mirror-taint,1556
5,1504396,22643,tomcat,mirror-taint,58
6,1124628,23884,tomcat,mirror-taint,58
7,1112468,19861,tomcat,mirror-taint,58
8,1495400,20208,tomcat,mirror-taint,58
9,1513924,22418,tomcat,mirror-taint,58
5,857076,3968,graphchi,galette,1034
6,733204,3890,graphchi,galette,1034
7,926156,4170,graphchi,galette,1034
8,900336,3986,graphchi,galette,1034
9,1126776,4144,graphchi,galette,1034
5,2448716,4017,jython,galette,1458
6,2797072,4122,jython,galette,1458
7,3012976,3535,jython,galette,1458
8,3259212,3732,jython,galette,1458
9,3448928,3839,jython,galette,1458
5,372772,563,graphchi,none,1013
6,396288,612,graphchi,none,1013
7,400940,562,graphchi,none,1013
8,411872,466,graphchi,none,1013
9,442304,532,graphchi,none,1013
5,742816,541,tradesoap,none,1614
6,743332,416,tradesoap,none,1614
7,748204,432,tradesoap,none,1614
8,752356,414,tradesoap,none,1614
9,752412,397,tradesoap,none,1614
5,163924,134,biojava,none,1094
6,167928,131,biojava,none,1094
7,171744,133,biojava,none,1094
8,175744,134,biojava,none,1094
9,175812,130,biojava,none,1094
5,785628,684268,lusearch,mirror-taint,1314
6,756380,670641,lusearch,mirror-taint,1314
7,756064,663813,lusearch,mirror-taint,1314
8,798124,739537,lusearch,mirror-taint,1314
9,788184,656059,lusearch,mirror-taint,1314
5,156476,270,sunflow,none,855
6,159404,262,sunflow,none,855
7,172944,276,sunflow,none,855
8,167900,263,sunflow,none,855
9,170748,266,sunflow,none,855
5,406944,458,graphchi,none,761
6,424888,440,graphchi,none,761
7,413316,513,graphchi,none,761
8,394252,441,graphchi,none,761
9,403852,451,graphchi,none,761
5,633716,2146,lusearch,galette,1293
6,631248,1754,lusearch,galette,1293
7,681376,1890,lusearch,galette,1293
8,681940,1852,lusearch,galette,1293
9,686208,1565,lusearch,galette,1293
5,744620,5125,jme,galette,1289
6,696708,4867,jme,galette,1289
7,751260,3826,jme,galette,1289
8,789824,4157,jme,galette,1289
9,788592,3817,jme,galette,1289
5,298000,427,fop,galette,1369
6,299728,329,fop,galette,1369
7,301588,358,fop,galette,1369
8,304432,279,fop,galette,1369
9,308164,317,fop,galette,1369
5,708600,5794,jme,galette,281
6,696752,5517,jme,galette,281
7,715616,4118,jme,galette,281
8,692764,5500,jme,galette,281
9,768256,4241,jme,galette,281
5,301928,564,fop,galette,865
6,313528,443,fop,galette,865
7,311432,444,fop,galette,865
8,311692,564,fop,galette,865
9,312776,366,fop,galette,865
5,573976,4928,jme,phosphor,1163
6,575644,4587,jme,phosphor,1163
7,578364,4905,jme,phosphor,1163
8,584728,4178,jme,phosphor,1163
9,586112,4278,jme,phosphor,1163
5,209504,4796,avrora,galette,693
6,212648,4897,avrora,galette,693
7,216984,5433,avrora,galette,693
8,217052,4926,avrora,galette,693
9,217312,4257,avrora,galette,693
5,811028,1222,h2,phosphor,489
6,815820,1401,h2,phosphor,489
7,822356,1067,h2,phosphor,489
8,824684,1017,h2,phosphor,489
9,825120,1182,h2,phosphor,489
5,551060,7285,graphchi,phosphor,320
6,554340,7288,graphchi,phosphor,320
7,554436,7458,graphchi,phosphor,320
8,554664,7563,graphchi,phosphor,320
9,551592,7389,graphchi,phosphor,320
5,800080,2152,lusearch,galette,957
6,758772,1940,lusearch,galette,957
7,770364,1911,lusearch,galette,957
8,779652,1827,lusearch,galette,957
9,786268,1816,lusearch,galette,957
5,634560,1544,tomcat,galette,1129
6,688896,1447,tomcat,galette,1129
7,714320,1459,tomcat,galette,1129
8,715320,1351,tomcat,galette,1129
9,718700,1442,tomcat,galette,1129
5,846416,3101,graphchi,galette,110
6,717016,3186,graphchi,galette,110
7,760428,3241,graphchi,galette,110
8,928764,3171,graphchi,galette,110
9,889844,3182,graphchi,galette,110
5,2168096,1570560,avrora,mirror-taint,798
6,2690628,1594868,avrora,mirror-taint,798
7,2467320,1335700,avrora,mirror-taint,798
8,2423720,1350485,avrora,mirror-taint,798
9,2444616,1354332,avrora,mirror-taint,798
5,412644,602,h2o,none,1351
6,377612,643,h2o,none,1351
7,392920,660,h2o,none,1351
8,437116,555,h2o,none,1351
9,376172,490,h2o,none,1351
