iteration,rss,elapsed_time,benchmark,tool,trial_id
7,914636,323313,biojava,mirror-taint,968
8,982984,323507,biojava,mirror-taint,968
9,883708,321487,biojava,mirror-taint,968
5,331240,5895,avrora,phosphor,735
6,331332,5720,avrora,phosphor,735
7,331960,5661,avrora,phosphor,735
8,332244,5437,avrora,phosphor,735
9,332308,4973,avrora,phosphor,735
5,346536,3918,sunflow,galette,1632
6,368284,3983,sunflow,galette,1632
7,340820,3969,sunflow,galette,1632
8,352376,4105,sunflow,galette,1632
9,358252,3996,sunflow,galette,1632
5,2508188,4970,jython,galette,1542
6,2876356,5004,jython,galette,1542
7,3237128,4495,jython,galette,1542
8,3381780,4294,jython,galette,1542
9,3611604,4526,jython,galette,1542
5,441012,616,fop,phosphor,319
6,443348,712,fop,phosphor,319
7,447056,774,fop,phosphor,319
8,449364,646,fop,phosphor,319
9,454324,602,fop,phosphor,319
5,138480,139,fop,none,1516
6,138744,177,fop,none,1516
7,133368,134,fop,none,1516
8,134932,125,fop,none,1516
9,138048,121,fop,none,1516
5,660564,483,tradesoap,none,522
6,660900,452,tradesoap,none,522
7,661404,476,tradesoap,none,522
8,661540,426,tradesoap,none,522
9,661560,356,tradesoap,none,522
5,205324,5075,avrora,galette,609
6,205400,4859,avrora,galette,609
7,270776,4723,avrora,galette,609
8,212220,4854,avrora,galette,609
9,209288,4849,avrora,galette,609
5,282680,380,eclipse,none,255
6,284792,320,eclipse,none,255
7,286112,289,eclipse,none,255
8,288072,262,eclipse,none,255
9,288688,273,eclipse,none,255
5,275340,340,tomcat,none,1612
6,289520,327,tomcat,none,1612
7,278280,307,tomcat,none,1612
8,290296,351,tomcat,none,1612
9,280624,293,tomcat,none,1612
5,1058976,4188,graphchi,galette,446
6,1006848,3379,graphchi,galette,446
7,1044612,3642,graphchi,galette,446
8,895712,3478,graphchi,galette,446
9,721944,3490,graphchi,galette,446
5,273392,779,zxing,galette,1301
6,271552,725,zxing,galette,1301
7,275236,751,zxing,galette,1301
8,277660,846,zxing,galette,1301
9,281820,621,zxing,galette,1301
5,111872,185,zxing,none,188
6,114820,143,zxing,none,188
7,114780,172,zxing,none,188
8,111672,141,zxing,none,188
9,113468,147,zxing,none,188
5,735376,122498,h2,mirror-taint,300
6,735648,114549,h2,mirror-taint,300
7,736068,111357,h2,mirror-taint,300
8,736244,120837,h2,mirror-taint,300
9,835448,117895,h2,mirror-taint,300
5,210896,292,batik,none,421
6,216036,231,batik,none,421
7,217028,222,batik,none,421
8,217852,215,batik,none,421
9,222848,392,batik,none,421
5,209964,309,batik,none,253
6,224188,361,batik,none,253
7,232736,294,batik,none,253
8,235716,365,batik,none,253
9,259936,293,batik,none,253
5,953224,242,spring,galette,371
6,955884,237,spring,galette,371
7,957456,253,spring,galette,371
8,957912,256,spring,galette,371
9,958776,260,spring,galette,371
5,402496,4614,sunflow,galette,540
6,337480,4579,sunflow,galette,540
7,346896,4570,sunflow,galette,540
8,360708,4597,sunflow,galette,540
9,341436,4686,sunflow,galette,540
5,568880,14232,luindex,phosphor,998
6,566028,15007,luindex,phosphor,998
7,549024,14943,luindex,phosphor,998
8,524688,13668,luindex,phosphor,998
9,573240,12776,luindex,phosphor,998
5,260052,464,pmd,galette,1210
6,261768,573,pmd,galette,1210
7,260812,465,pmd,galette,1210
8,262288,425,pmd,galette,1210
9,262940,436,pmd,galette,1210
5,1585160,7843653,sunflow,mirror-taint,645
6,1390268,7821788,sunflow,mirror-taint,645
7,1388268,7820271,sunflow,mirror-taint,645
8,1354052,7809633,sunflow,mirror-taint,645
9,1413220,7826244,sunflow,mirror-taint,645
5,362604,4611,sunflow,galette,708
6,365552,4863,sunflow,galette,708
7,383636,4521,sunflow,galette,708
8,458424,4759,sunflow,galette,708
9,417692,4653,sunflow,galette,708
5,294384,346,tomcat,none,1024
6,282516,351,tomcat,none,1024
7,299620,312,tomcat,none,1024
8,293168,332,tomcat,none,1024
9,299740,326,tomcat,none,1024
5,2382368,4007806,jme,mirror-taint,974
6,2480716,4009023,jme,mirror-taint,974
7,2570576,4009781,jme,mirror-taint,974
8,2229672,4003369,jme,mirror-taint,974
9,2284664,4004082,jme,mirror-taint,974
5,689976,62931,luindex,phosphor,74
6,575208,58547,luindex,phosphor,74
7,578952,58178,luindex,phosphor,74
8,552412,54144,luindex,phosphor,74
9,692608,39165,luindex,phosphor,74
5,648544,485,tradesoap,none,354
6,642368,394,tradesoap,none,354
7,644008,446,tradesoap,none,354
8,645892,437,tradesoap,none,354
9,646364,386,tradesoap,none,354
5,1125524,22721,tomcat,mirror-taint,898
6,1449992,22741,tomcat,mirror-taint,898
7,1577396,22141,tomcat,mirror-taint,898
8,1383832,21370,tomcat,mirror-taint,898
9,1255116,20786,tomcat,mirror-taint,898
5,407880,574,graphchi,none,1097
6,347080,464,graphchi,none,1097
7,396272,1335,graphchi,none,1097
8,422108,487,graphchi,none,1097
9,398656,420,graphchi,none,1097
5,278948,4821,luindex,none,263
6,210968,1135,luindex,none,263
7,218852,890,luindex,none,263
8,215212,975,luindex,none,263
9,216828,966,luindex,none,263
5,1226400,27788,tomcat,mirror-taint,226
6,1525220,25708,tomcat,mirror-taint,226
7,1184048,26529,tomcat,mirror-taint,226
8,1148216,29509,tomcat,mirror-taint,226
9,1111464,24518,tomcat,mirror-taint,226
5,171208,153,biojava,none,1598
6,171260,183,biojava,none,1598
7,171092,202,biojava,none,1598
8,174204,204,biojava,none,1598
9,174372,170,biojava,none,1598
5,204700,302,lusearch,none,684
6,209088,336,lusearch,none,684
7,239464,367,lusearch,none,684
8,233532,219,lusearch,none,684
9,234076,205,lusearch,none,684
5,323876,5935,avrora,phosphor,1491
6,324612,6009,avrora,phosphor,1491
7,330864,5915,avrora,phosphor,1491
8,330948,5738,avrora,phosphor,1491
9,328092,6046,avrora,phosphor,1491
5,180756,2366,avrora,none,672
6,136780,2564,avrora,none,672
7,103640,2263,avrora,none,672
8,104056,2256,avrora,none,672
9,104072,2295,avrora,none,672
5,347628,702,xalan,phosphor,502
6,347912,571,xalan,phosphor,502
7,348496,527,xalan,phosphor,502
8,348844,634,xalan,phosphor,502
9,349696,1215,xalan,phosphor,502
5,2254268,1615817,avrora,mirror-taint,966
6,2719340,1618913,avrora,mirror-taint,966
7,2702776,1603296,avrora,mirror-taint,966
8,2888716,1617418,avrora,mirror-taint,966
9,2662188,1564557,avrora,mirror-taint,966
5,2529240,4430,jython,galette,198
6,2855376,4737,jython,galette,198
7,3120144,4177,jython,galette,198
8,3325852,4278,jython,galette,198
9,3476780,3906,jython,galette,198
5,700116,632,h2,galette,27
6,702696,681,h2,galette,27
7,709036,656,h2,galette,27
8,723968,588,h2,galette,27
9,811088,731,h2,galette,27
5,436572,7638,luindex,galette,956
6,426796,8103,luindex,galette,956
7,428424,7044,luindex,galette,956
8,428860,6751,luindex,galette,956
9,430424,7129,luindex,galette,956
5,225540,1428,luindex,none,1439
6,214392,1318,luindex,none,1439
7,222192,1257,luindex,none,1439
8,244264,3859,luindex,none,1439
9,342196,7527,luindex,none,1439
5,169880,207,biojava,none,1430
6,175616,214,biojava,none,1430
7,174072,244,biojava,none,1430
8,176704,266,biojava,none,1430
9,173204,236,biojava,none,1430
5,755020,690,h2,galette,1539
6,759112,755,h2,galette,1539
7,815172,774,h2,galette,1539
8,770768,721,h2,galette,1539
9,785240,664,h2,galette,1539
5,369484,4240,sunflow,galette,624
6,381752,4361,sunflow,galette,624
7,356636,4408,sunflow,galette,624
8,355972,4198,sunflow,galette,624
9,363968,4165,sunflow,galette,624
5,211964,217,lusearch,none,264
6,222028,326,lusearch,none,264
7,234232,466,lusearch,none,264
8,244348,302,lusearch,none,264
9,239040,275,lusearch,none,264
5,4040212,1365238,zxing,mirror-taint,1238
6,3549292,1345437,zxing,mirror-taint,1238
7,4031124,1331470,zxing,mirror-taint,1238
8,3906980,1322039,zxing,mirror-taint,1238
9,3653712,1345381,zxing,mirror-taint,1238
5,318240,363,tomcat,none,1444
6,280768,349,tomcat,none,1444
7,295604,338,tomcat,none,1444
8,285404,318,tomcat,none,1444
9,299088,331,tomcat,none,1444
5,697840,549,tradesoap,none,1446
6,699424,431,tradesoap,none,1446
7,700352,502,tradesoap,none,1446
8,700680,428,tradesoap,none,1446
9,700784,405,tradesoap,none,1446
5,590376,8088,graphchi,phosphor,1160
6,595784,8212,graphchi,phosphor,1160
7,590704,8044,graphchi,phosphor,1160
8,600352,8095,graphchi,phosphor,1160
9,590772,8539,graphchi,phosphor,1160
5,536640,5404,biojava,galette,1619
6,547048,5021,biojava,galette,1619
7,558772,5296,biojava,galette,1619
8,535556,5439,biojava,galette,1619
9,538576,5341,biojava,galette,1619
5,151304,278,sunflow,none,99
6,155556,268,sunflow,none,99
7,158544,278,sunflow,none,99
8,168324,282,sunflow,none,99
9,165248,266,sunflow,none,99
5,319040,162,h2,none,426
6,321804,135,h2,none,426
7,322872,124,h2,none,426
8,323628,116,h2,none,426
9,324328,135,h2,none,426
5,595360,9673,h2o,galette,448
6,604212,9698,h2o,galette,448
7,720116,10046,h2o,galette,448
8,605076,9874,h2o,galette,448
9,632240,10410,h2o,galette,448
5,284624,376,tomcat,none,352
6,324416,377,tomcat,none,352
7,289776,328,tomcat,none,352
8,303780,324,tomcat,none,352
9,291124,325,tomcat,none,352
5,2321060,4001592,jme,mirror-taint,638
6,2828744,4010609,jme,mirror-taint,638
7,2420860,3998846,jme,mirror-taint,638
8,2142660,3994202,jme,mirror-taint,638
9,2358360,4007649,jme,mirror-taint,638
5,91208,2278,avrora,none,0
6,91280,2330,avrora,none,0
7,96560,2351,avrora,none,0
8,96724,2353,avrora,none,0
9,96808,2330,avrora,none,0
5,1615592,4648,tradesoap,galette,123
6,1699920,4446,tradesoap,galette,123
7,1703620,3634,tradesoap,galette,123
8,1713016,4872,tradesoap,galette,123
9,1770928,4690,tradesoap,galette,123
5,271012,1161,zxing,galette,1133
6,254772,1082,zxing,galette,1133
7,269028,985,zxing,galette,1133
8,264552,865,zxing,galette,1133
9,272256,948,zxing,galette,1133
5,268120,6443,luindex,none,935
6,277844,5393,luindex,none,935
7,333684,9289,luindex,none,935
8,293972,11348,luindex,none,935
9,342820,9055,luindex,none,935
5,948408,246,spring,galette,1211
6,950508,245,spring,galette,1211
7,952440,243,spring,galette,1211
8,953116,206,spring,galette,1211
9,953656,203,spring,galette,1211
5,815328,247,spring,galette,1295
6,816264,229,spring,galette,1295
7,817072,246,spring,galette,1295
8,817820,211,spring,galette,1295
9,818532,210,spring,galette,1295
5,110316,151,zxing,none,440
6,107984,174,zxing,none,440
7,115528,166,zxing,none,440
8,109992,128,zxing,none,440
9,109356,129,zxing,none,440
5,276068,937,zxing,galette,1217
6,279156,811,zxing,galette,1217
7,275184,845,zxing,galette,1217
8,276932,758,zxing,galette,1217
9,278976,802,zxing,galette,1217
5,173308,208,biojava,none,1010
6,176172,186,biojava,none,1010
7,172512,166,biojava,none,1010
8,175400,139,biojava,none,1010
9,172892,142,biojava,none,1010
5,592244,179,tradebeans,none,353
6,592632,189,tradebeans,none,353
7,592760,163,tradebeans,none,353
8,593032,139,tradebeans,none,353
9,593188,141,tradebeans,none,353
5,702564,782,h2,galette,363
6,704536,774,h2,galette,363
7,756004,891,h2,galette,363
8,713332,982,h2,galette,363
9,727220,651,h2,galette,363
5,1035908,4514,graphchi,galette,278
6,785284,4468,graphchi,galette,278
7,1064408,4470,graphchi,galette,278
8,1232728,4717,graphchi,galette,278
9,830256,5237,graphchi,galette,278
5,2141360,1680045,avrora,mirror-taint,42
6,2177044,1611342,avrora,mirror-taint,42
7,2131024,1602442,avrora,mirror-taint,42
8,2147884,1606368,avrora,mirror-taint,42
9,2277700,1616695,avrora,mirror-taint,42
5,265428,372,pmd,galette,286
6,261740,309,pmd,galette,286
7,262308,318,pmd,galette,286
8,265352,314,pmd,galette,286
9,264268,288,pmd,galette,286
5,746708,112849,h2,mirror-taint,636
6,844832,119860,h2,mirror-taint,636
7,844984,116121,h2,mirror-taint,636
8,845564,125104,h2,mirror-taint,636
9,740720,117359,h2,mirror-taint,636
5,354780,1104,xalan,phosphor,1090
6,355388,927,xalan,phosphor,1090
7,356560,1004,xalan,phosphor,1090
8,357368,964,xalan,phosphor,1090
9,357596,514,xalan,phosphor,1090
5,322356,7770,avrora,phosphor,231
6,322604,7448,avrora,phosphor,231
7,318744,7975,avrora,phosphor,231
8,318880,6935,avrora,phosphor,231
9,319760,6136,avrora,phosphor,231
5,571484,4522,biojava,galette,1535
6,566448,4070,biojava,galette,1535
7,568732,4030,biojava,galette,1535
8,587684,4066,biojava,galette,1535
9,574396,4170,biojava,galette,1535
5,794392,782969,lusearch,mirror-taint,474
6,738268,710162,lusearch,mirror-taint,474
7,777100,697900,lusearch,mirror-taint,474
8,796152,761772,lusearch,mirror-taint,474
9,846424,758472,lusearch,mirror-taint,474
5,1225876,22051,tomcat,mirror-taint,1402
6,1094284,21783,tomcat,mirror-taint,1402
7,1425892,21933,tomcat,mirror-taint,1402
8,1187736,21577,tomcat,mirror-taint,1402
9,1423436,22468,tomcat,mirror-taint,1402
5,853912,1842,eclipse,galette,696
6,889452,1570,eclipse,galette,696
7,632912,1664,eclipse,galette,696
8,552976,964,eclipse,galette,696
9,554756,783,eclipse,galette,696
5,558460,6993,graphchi,phosphor,488
6,558860,6863,graphchi,phosphor,488
7,564016,7030,graphchi,phosphor,488
8,564744,7011,graphchi,phosphor,488
9,564824,6845,graphchi,phosphor,488
5,660052,9945,h2o,galette,1456
6,664336,9769,h2o,galette,1456
7,768248,9969,h2o,galette,1456
8,752980,9987,h2o,galette,1456
9,718432,9818,h2o,galette,1456
5,250816,1107,jme,none,344
6,292248,1358,jme,none,344
7,284668,413,jme,none,344
8,269940,1182,jme,none,344
9,264052,739,jme,none,344
5,2540948,4001913,jme,mirror-taint,134
6,2339968,4006401,jme,mirror-taint,134
7,2665304,4013294,jme,mirror-taint,134
8,2488568,3999836,jme,mirror-taint,134
9,2598192,4014860,jme,mirror-taint,134
5,869224,1708,h2,phosphor,1161
6,876368,1655,h2,phosphor,1161
7,893816,1349,h2,phosphor,1161
8,902940,1171,h2,phosphor,1161
9,908060,1489,h2,phosphor,1161
5,842548,261,spring,galette,1127
6,843184,243,spring,galette,1127
7,843960,226,spring,galette,1127
8,844468,191,spring,galette,1127
9,845300,237,spring,galette,1127
5,2761684,4114,jython,galette,114
6,2929944,4338,jython,galette,114
7,3227256,3484,jython,galette,114
8,3523968,3744,jython,galette,114
9,3661552,3456,jython,galette,114
5,481516,397,graphchi,none,929
6,427852,520,graphchi,none,929
7,474272,501,graphchi,none,929
8,381576,514,graphchi,none,929
9,453576,485,graphchi,none,929
5,347560,5076,sunflow,phosphor,666
6,354372,4996,sunflow,phosphor,666
7,356716,5030,sunflow,phosphor,666
8,355224,5025,sunflow,phosphor,666
9,350100,5108,sunflow,phosphor,666
5,207692,289,batik,none,337
6,219968,297,batik,none,337
7,226136,239,batik,none,337
8,228744,236,batik,none,337
9,234472,271,batik,none,337
5,277524,4529,avrora,galette,105
6,228440,4045,avrora,galette,105
7,222572,4352,avrora,galette,105
8,215332,4185,avrora,galette,105
9,295772,4164,avrora,galette,105
5,404848,2075,biojava,phosphor,65
6,379088,2082,biojava,phosphor,65
7,385036,2166,biojava,phosphor,65
8,385412,2088,biojava,phosphor,65
9,408392,2155,biojava,phosphor,65
5,647636,20280,eclipse,galette,1200
6,654372,43863,eclipse,galette,1200
7,669676,40375,eclipse,galette,1200
8,654476,43683,eclipse,galette,1200
9,689796,43223,eclipse,galette,1200
5,141804,2132,avrora,none,1596
6,179496,2158,avrora,none,1596
7,146368,2272,avrora,none,1596
8,142504,2149,avrora,none,1596
9,165044,2177,avrora,none,1596
5,742624,125200,h2,mirror-taint,132
6,742736,119358,h2,mirror-taint,132
7,840764,128557,h2,mirror-taint,132
8,743084,119738,h2,mirror-taint,132
9,743368,113126,h2,mirror-taint,132
5,793088,745471,lusearch,mirror-taint,642
6,748784,757018,lusearch,mirror-taint,642
7,788784,654948,lusearch,mirror-taint,642
8,759012,643611,lusearch,mirror-taint,642
9,860680,640274,lusearch,mirror-taint,642
5,215248,668,luindex,none,11
6,216460,603,luindex,none,11
7,211852,648,luindex,none,11
8,216300,700,luindex,none,11
9,216600,657,luindex,none,11
5,316484,5807,avrora,phosphor,315
6,316604,5581,avrora,phosphor,315
7,320232,5675,avrora,phosphor,315
8,320532,5438,avrora,phosphor,315
9,314352,5370,avrora,phosphor,315
5,310368,5697,avrora,phosphor,483
6,310848,5590,avrora,phosphor,483
7,311244,5847,avrora,phosphor,483
8,311528,5505,avrora,phosphor,483
9,311680,5449,avrora,phosphor,483
5,531324,3143,batik,galette,694
6,576000,3043,batik,galette,694
7,576920,2995,batik,galette,694
8,571020,2983,batik,galette,694
9,557132,2914,batik,galette,694
5,668224,252,tradebeans,none,941
6,671276,242,tradebeans,none,941
7,671516,202,tradebeans,none,941
8,675968,194,tradebeans,none,941
9,676052,177,tradebeans,none,941
5,117032,101,xalan,none,1447
6,121292,124,xalan,none,1447
7,119344,115,xalan,none,1447
8,119924,98,xalan,none,1447
9,119340,102,xalan,none,1447
5,284220,1227,jme,none,848
6,252096,1126,jme,none,848
7,247080,461,jme,none,848
8,309860,1445,jme,none,848
9,285736,620,jme,none,848
5,650244,10241,luindex,phosphor,578
6,611888,9964,luindex,phosphor,578
7,611220,10339,luindex,phosphor,578
8,585592,10169,luindex,phosphor,578
9,693868,10148,luindex,phosphor,578
5,210908,843,xalan,galette,1048
6,211052,877,xalan,galette,1048
7,219788,851,xalan,galette,1048
8,213400,825,xalan,galette,1048
9,208616,831,xalan,galette,1048
5,750284,10938,h2o,galette,280
6,656788,11209,h2o,galette,280
7,622756,11628,h2o,galette,280
8,689916,12121,h2o,galette,280
9,667000,11601,h2o,galette,280
5,908812,317665,biojava,mirror-taint,380
6,861000,316848,biojava,mirror-taint,380
7,950704,316188,biojava,mirror-taint,380
8,948168,315012,biojava,mirror-taint,380
9,963880,316629,biojava,mirror-taint,380
5,334500,3974,sunflow,galette,456
6,334904,3980,sunflow,galette,456
7,350224,3999,sunflow,galette,456
8,345788,4007,sunflow,galette,456
9,388040,4002,sunflow,galette,456
5,592860,14007,luindex,phosphor,1586
6,629372,15176,luindex,phosphor,1586
7,585340,15046,luindex,phosphor,1586
8,569928,15293,luindex,phosphor,1586
9,514132,15941,luindex,phosphor,1586
5,247216,979,zxing,galette,1385
6,273148,976,zxing,galette,1385
7,276544,847,zxing,galette,1385
8,278836,799,zxing,galette,1385
9,278792,793,zxing,galette,1385
5,144028,147,pmd,none,517
6,144304,110,pmd,none,517
7,144596,77,pmd,none,517
8,144104,90,pmd,none,517
9,146504,85,pmd,none,517
5,686740,592,h2,galette,951
6,699944,674,h2,galette,951
7,700884,645,h2,galette,951
8,750852,649,h2,galette,951
9,716740,1027,h2,galette,951
5,394956,2087,biojava,phosphor,905
6,381340,2055,biojava,phosphor,905
7,411840,2044,biojava,phosphor,905
8,391460,2096,biojava,phosphor,905
9,413220,2018,biojava,phosphor,905
5,817276,2858,tomcat,galette,1213
6,849552,2393,tomcat,galette,1213
7,827916,2221,tomcat,galette,1213
8,840228,2143,tomcat,galette,1213
9,829160,1860,tomcat,galette,1213
5,1437752,7882020,sunflow,mirror-taint,477
6,1400484,7886199,sunflow,mirror-taint,477
7,1389208,7875453,sunflow,mirror-taint,477
8,1333792,7882687,sunflow,mirror-taint,477
9,1397144,7874971,sunflow,mirror-taint,477
5,112340,116,xalan,none,271
6,132732,127,xalan,none,271
7,124588,102,xalan,none,271
8,125276,127,xalan,none,271
9,127844,91,xalan,none,271
5,2653256,4500,jython,galette,786
6,2946480,4438,jython,galette,786
7,3385364,4469,jython,galette,786
8,3579836,3921,jython,galette,786
9,3806884,3780,jython,galette,786
5,273332,377,tomcat,none,184
6,281236,394,tomcat,none,184
7,273704,375,tomcat,none,184
8,284872,369,tomcat,none,184
9,271268,329,tomcat,none,184
5,420428,2330,lusearch,phosphor,1167
6,419652,2299,lusearch,phosphor,1167
7,426800,2051,lusearch,phosphor,1167
8,428212,2052,lusearch,phosphor,1167
9,450340,1903,lusearch,phosphor,1167
5,271040,589,zxing,galette,629
6,270232,620,zxing,galette,629
7,271392,588,zxing,galette,629
8,271396,537,zxing,galette,629
9,271856,542,zxing,galette,629
5,393820,2031,biojava,phosphor,1661
6,373768,2028,biojava,phosphor,1661
7,433600,2063,biojava,phosphor,1661
8,408768,2006,biojava,phosphor,1661
9,385220,2015,biojava,phosphor,1661
5,675092,10210,h2o,galette,1204
6,683132,10147,h2o,galette,1204
7,649100,10337,h2o,galette,1204
8,649856,9970,h2o,galette,1204
9,753028,9767,h2o,galette,1204
5,799088,2004,lusearch,galette,117
6,799220,1726,lusearch,galette,117
7,807440,1652,lusearch,galette,117
8,807988,1708,lusearch,galette,117
9,804184,1821,lusearch,galette,117
5,583888,12842,luindex,phosphor,830
6,602628,12522,luindex,phosphor,830
7,565708,12244,luindex,phosphor,830
8,576352,12582,luindex,phosphor,830
9,646648,12639,luindex,phosphor,830
5,1462276,1614,tradebeans,galette,626
6,1462544,1456,tradebeans,galette,626
7,1463248,1431,tradebeans,galette,626
8,1463756,1216,tradebeans,galette,626
9,1464256,1186,tradebeans,galette,626
5,404284,103,spring,none,98
6,404728,83,spring,none,98
7,405396,107,spring,none,98
8,408232,73,spring,none,98
9,411424,78,spring,none,98
5,133352,146,pmd,none,1525
6,138572,191,pmd,none,1525
7,139976,155,pmd,none,1525
8,142088,100,pmd,none,1525
9,141468,108,pmd,none,1525
5,464164,591,fop,phosphor,67
6,467512,1075,fop,phosphor,67
7,471352,1076,fop,phosphor,67
8,475920,739,fop,phosphor,67
9,478304,694,fop,phosphor,67
5,665324,1638,tomcat,galette,373
6,655644,1478,tomcat,galette,373
7,670632,1546,tomcat,galette,373
8,681344,1395,tomcat,galette,373
9,684872,1341,tomcat,galette,373
5,810368,372421,biojava,mirror-taint,1640
6,860396,371298,biojava,mirror-taint,1640
7,858976,368757,biojava,mirror-taint,1640
8,828548,352583,biojava,mirror-taint,1640
9,840616,346060,biojava,mirror-taint,1640
5,228916,1937,luindex,none,179
6,224404,1917,luindex,none,179
7,225724,6319,luindex,none,179
8,316232,13932,luindex,none,179
9,280840,26101,luindex,none,179
5,139312,101,xalan,none,1615
6,126528,156,xalan,none,1615
7,138880,84,xalan,none,1615
8,128436,92,xalan,none,1615
9,142416,98,xalan,none,1615
5,171268,128,biojava,none,758
6,170340,126,biojava,none,758
7,173492,150,biojava,none,758
8,171064,128,biojava,none,758
9,168168,127,biojava,none,758
5,355484,2645,biojava,phosphor,1157
6,356176,2975,biojava,phosphor,1157
7,385816,2700,biojava,phosphor,1157
8,370720,2683,biojava,phosphor,1157
9,418500,2897,biojava,phosphor,1157
5,546736,12151,luindex,phosphor,242
6,584028,11616,luindex,phosphor,242
7,529840,12499,luindex,phosphor,242
8,550708,12437,luindex,phosphor,242
9,673460,12149,luindex,phosphor,242
5,2726180,1592346,avrora,mirror-taint,1050
6,2179228,1626507,avrora,mirror-taint,1050
7,2165236,1616892,avrora,mirror-taint,1050
8,2705316,1615658,avrora,mirror-taint,1050
9,2211312,1508845,avrora,mirror-taint,1050
5,421500,2280,lusearch,phosphor,1503
6,428064,2269,lusearch,phosphor,1503
7,430772,2126,lusearch,phosphor,1503
8,432672,1987,lusearch,phosphor,1503
9,437684,2149,lusearch,phosphor,1503
5,1432212,7815340,sunflow,mirror-taint,1149
6,1315276,7839915,sunflow,mirror-taint,1149
7,1317104,7823220,sunflow,mirror-taint,1149
8,1323224,7813066,sunflow,mirror-taint,1149
9,1390016,7809425,sunflow,mirror-taint,1149
5,162540,331,sunflow,none,1611
6,167956,328,sunflow,none,1611
7,161792,340,sunflow,none,1611
8,171444,332,sunflow,none,1611
9,175876,357,sunflow,none,1611
5,317520,170,h2,none,1350
6,316656,462,h2,none,1350
7,317392,118,h2,none,1350
8,317892,137,h2,none,1350
9,318332,141,h2,none,1350
5,547152,606,eclipse,none,1347
6,296248,554,eclipse,none,1347
7,268316,384,eclipse,none,1347
8,255468,650,eclipse,none,1347
9,260792,468,eclipse,none,1347
5,349740,688,xalan,phosphor,754
6,349892,797,xalan,phosphor,754
7,350408,638,xalan,phosphor,754
8,350744,531,xalan,phosphor,754
9,346804,545,xalan,phosphor,754
5,393896,2681,biojava,phosphor,149
6,395296,2302,biojava,phosphor,149
7,448176,2426,biojava,phosphor,149
8,425988,2244,biojava,phosphor,149
9,405520,2295,biojava,phosphor,149
5,346496,6894,sunflow,phosphor,918
6,349440,6439,sunflow,phosphor,918
7,351152,6092,sunflow,phosphor,918
8,362668,6939,sunflow,phosphor,918
9,346368,6559,sunflow,phosphor,918
5,683676,739,h2,galette,195
6,688896,707,h2,galette,195
7,702356,669,h2,galette,195
8,704744,725,h2,galette,195
9,766692,655,h2,galette,195
5,697292,439,tradesoap,none,438
6,697956,452,tradesoap,none,438
7,698480,444,tradesoap,none,438
8,698708,430,tradesoap,none,438
9,698740,372,tradesoap,none,438
5,400460,1885,lusearch,phosphor,915
6,403044,1676,lusearch,phosphor,915
7,403412,1623,lusearch,phosphor,915
8,402732,1612,lusearch,phosphor,915
9,403496,1927,lusearch,phosphor,915
5,273852,845,zxing,galette,1469
6,277252,747,zxing,galette,1469
7,279364,735,zxing,galette,1469
8,287528,842,zxing,galette,1469
9,282208,824,zxing,galette,1469
5,851936,426389,biojava,mirror-taint,800
6,804696,428560,biojava,mirror-taint,800
7,820936,418557,biojava,mirror-taint,800
8,887588,406808,biojava,mirror-taint,800
9,887084,391467,biojava,mirror-taint,800
5,514824,3304,batik,galette,1450
6,524056,3281,batik,galette,1450
7,571912,3187,batik,galette,1450
8,561436,3435,batik,galette,1450
9,697544,3539,batik,galette,1450
5,319292,6365,avrora,phosphor,1575
6,312464,5630,avrora,phosphor,1575
7,312940,6771,avrora,phosphor,1575
8,317544,5843,avrora,phosphor,1575
9,318796,5406,avrora,phosphor,1575
5,1486348,7795472,sunflow,mirror-taint,1065
6,1340736,7793672,sunflow,mirror-taint,1065
7,1328664,7797480,sunflow,mirror-taint,1065
8,1566652,7794478,sunflow,mirror-taint,1065
9,1278448,7829666,sunflow,mirror-taint,1065
5,211852,209,lusearch,none,1524
6,225116,197,lusearch,none,1524
7,216780,162,lusearch,none,1524
8,219964,134,lusearch,none,1524
9,224448,147,lusearch,none,1524
5,1497696,29647,tomcat,mirror-taint,310
6,1612368,30639,tomcat,mirror-taint,310
7,1416744,125690,tomcat,mirror-taint,310
8,1811192,30970,tomcat,mirror-taint,310
9,1310360,35917,tomcat,mirror-taint,310
5,408172,2425,lusearch,phosphor,999
6,409012,2451,lusearch,phosphor,999
7,417916,2310,lusearch,phosphor,999
8,417848,1945,lusearch,phosphor,999
9,418672,1956,lusearch,phosphor,999
5,1056656,628,spring,phosphor,245
6,1061928,767,spring,phosphor,245
7,1062300,543,spring,phosphor,245
8,1062628,598,spring,phosphor,245
9,1063180,436,spring,phosphor,245
5,727704,115352,h2,mirror-taint,1224
6,728024,116086,h2,mirror-taint,1224
7,943332,122121,h2,mirror-taint,1224
8,728388,116693,h2,mirror-taint,1224
9,728524,116211,h2,mirror-taint,1224
5,358596,628,xalan,phosphor,922
6,359780,607,xalan,phosphor,922
7,360232,472,xalan,phosphor,922
8,360960,522,xalan,phosphor,922
9,361208,401,xalan,phosphor,922
5,113188,2133,avrora,none,1260
6,169132,3033,avrora,none,1260
7,107904,2123,avrora,none,1260
8,107976,2086,avrora,none,1260
9,142396,2100,avrora,none,1260
5,638932,967,h2,galette,1623
6,643844,874,h2,galette,1623
7,694828,841,h2,galette,1623
8,650288,815,h2,galette,1623
9,647864,787,h2,galette,1623
